"","X..name","planet_status","orbital_period","orbital_period_error_min","orbital_period_error_max","discovered","updated","publication_status","detection_type","mass_detection_type","radius_detection_type","alternate_names","molecules","star_name","ra","dec","star_sp_type","star_teff","star_detected_disc","star_magnetic_field","star_alternate_names"
"916","HIP 57050 b","Confirmed",41.397,0.016,0.016,2010,"2010-04-27","Published in a refereed paper","Radial Velocity","","","","","HIP 57050",175.4375,42.7519444,"M4V",3190,"","","GJ 1148"
"917","HIP 57274 b","Confirmed",8.1352,0.004,0.004,2011,"2013-05-20","Submitted to a professional journal","Radial Velocity","","","","","HIP 57274",176.1708333,30.9591667,"K5V",4640,"","",""
"918","HIP 57274 c","Confirmed",32.03,0.02,0.02,2011,"2013-05-20","Submitted to a professional journal","Radial Velocity","","","","","HIP 57274",176.1708333,30.9591667,"K5V",4640,"","",""
"919","HIP 57274 d","Confirmed",431.7,8.5,8.5,2011,"2013-05-20","Submitted to a professional journal","Radial Velocity","","","","","HIP 57274",176.1708333,30.9591667,"K5V",4640,"","",""
"921","HIP 65407 b","Confirmed",28.125,0.019,0.019,2016,"2016-02-17","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 65407",201.087500007,48.885000019,"K0",5460,"","",""
"922","HIP 65407 c","Confirmed",67.3,0.08,0.08,2016,"2016-02-17","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 65407",201.087500007,48.885000019,"K0",5460,"","",""
"924","HIP 65891 b","Confirmed",1084.5,23.2,23.2,2015,"2015-05-29","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 65891",202.604166675,-58.664444469,"K0III",5000,"","",""
"925","HIP 67537 b","Confirmed",2592.5,116.1,116.1,2016,"2017-03-13","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 67537",207.579166673,-39.900833352,"K1III",4985,"","","HD 120457"
"926","HIP 67851 b","Confirmed",88.9,0.1,0.1,2014,"2015-05-26","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 67851",208.466666684,-35.314444462,"KOIII",4890,"","",""
"927","HIP 67851 c","Confirmed",2131.8,88.3,88.3,2015,"2015-05-29","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 67851",208.466666684,-35.314444462,"KOIII",4890,"","",""
"930","HIP 70849 b","Confirmed",10000,8000,8000,2009,"2011-07-05","Published in a refereed paper","Radial Velocity","","","","","HIP 70849",217.3291667,-46.4638889,"K7V",4105,"","",""
"934","HIP 74890 b","Confirmed",822.3,16.8,16.8,2016,"2016-03-17","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 74890",229.570833339,-41.420555567,"K1III",4850,"","",""
"935","HIP 75458 b","Confirmed",510.72,0.07,0.07,2002,"2016-01-26","Published in a refereed paper","Radial Velocity","","","","","HIP 75458",231.2291667,58.9658333,"K2 III",4445,"","",""
"938","HIP 79431 b","Confirmed",111.7,0.7,0.7,2010,"2010-01-11","Published in a refereed paper","Radial Velocity","","","","","HIP 79431",243.175,-18.8755556,"M3V",3191,"","",""
"939","HIP 8541 b","Confirmed",1560,54,54,2016,"2016-03-17","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","HIP 8541",27.525000002,-54.465000021,"K2III",4670,"","",""
"940","HIP 91258 b","Confirmed",5.0505,0.0015,0.0015,2013,"2014-08-25","Published in a refereed paper","Radial Velocity","","","","","HIP 91258",279.220833351,61.702500016,"G5V",5519,"","",""
"941","HIP 97233 b","Confirmed",1058.8,6.7,6.7,2014,"2014-10-09","Published in a refereed paper","Radial Velocity","","","","","HIP 97233",296.420833347,-0.696666691,"K0",5020,"","",""
"946","HR 810 b","Confirmed",320.1,2.1,2.1,1999,"2010-12-29","Published in a refereed paper","Radial Velocity","","","","","HR 810",40.6291667,-50.8033333,"G0V pecul.",5997,"","",""
"955","K2-10 b","Confirmed",19.3044,0.0012,0.0012,2016,"2016-02-08","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-10",172.120833343,1.690555575,"",5620,"","","EPIC 201577035"
"956","K2-105 b","Confirmed",8.266902,7e-05,7e-05,2017,"2017-01-06","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-105",125.420833347,13.497500021,"",5434,"","",""
"957","K2-106 b","Confirmed",0.571292,1.3e-05,1.3e-05,2016,"2017-09-25","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","K2-106 b","","EPIC 220674823",13.0797796,10.7946987,"G5V",5814,"","","2MASS J00521914+1047409, TYC 608-458-1, K2-106"
"958","K2-106 c","Confirmed",13.3397,0.00096,0.00096,2016,"2017-09-25","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","K2-106 c","","EPIC 220674823",13.0797796,10.7946987,"G5V",5814,"","","2MASS J00521914+1047409, TYC 608-458-1, K2-106"
"959","K2-108 b","Confirmed",4.73401,0.00024,0.00024,2016,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-108",123.383333344,16.419722233,"",5474,"","","EPIC 211736671"
"960","K2-11 b","Confirmed",39.93767,0.23229,0.23229,2015,"2016-05-30","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201596316 b","","K2-11",169.042002,1.98684,"",5433,"","","EPIC 201596316"
"961","K2-110 b","Confirmed",13.86375,0.00026,0.00026,2017,"2017-08-17","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-110",207.349541675,-12.2844888955,"K3V",5010,"","","EPIC 212521166, 2MASS J13492388-1217042"
"962","K2-12 b","Confirmed",8.28212,6e-04,6e-04,2015,"2016-05-30","Published in a refereed paper","Primary Transit","","","EPIC 201613023 b","","K2-12",173.192036,2.244884,"",5800,"","","EPIC 201613023"
"963","K2-13 b","Confirmed",39.91488,0.32477,0.32477,2015,"2016-05-30","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201629650 b","","K2-13",170.155529,2.502696,"",5698,"","","EPIC 201629650"
"964","K2-136 b","Confirmed",7.975292,0.00077,0.00083,2017,"2017-12-12","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-136",67.412500013,22.882777808,"K5.5",4499,"","",""
"965","K2-136 c","Confirmed",17.307137,0.00028,0.00025,2017,"2017-12-12","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-136",67.412500013,22.882777808,"K5.5",4499,"","",""
"966","K2-136 d","Confirmed",25.575065,0.0024,0.0024,2017,"2017-12-12","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-136",67.412500013,22.882777808,"K5.5",4499,"","",""
"967","K2-137 b","Confirmed",0.179715,1e-06,1e-06,2017,"2017-11-09","Published in a refereed paper","Primary Transit","Radial Velocity","","","","K2-137",186.87072501,-6.19522501318,"M3 V",3492,"","","2MASS J12272899-0611428"
"968","K2-139 b","Confirmed",28.38229,0.00027,0.00027,2017,"2017-12-14","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-139",289.066666672,-17.910555582,"",5287,"","",""
"969","K2-14 b","Confirmed",8.36802,0.00019,0.00019,2015,"2016-05-30","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201635569 b","","K2-14",178.057026,2.594245,"",3789,"","","EPIC 201635569"
"970","K2-15 b","Confirmed",11.8104,0.00204,0.00204,2015,"2016-05-30","Published in a refereed paper","Primary Transit","","","EPIC 201736247 b","","K2-15",178.110796,4.254747,"",5131,"","","EPIC 201736247"
"971","K2-16 b","Confirmed",7.6188,0.00087,0.00087,2015,"2015-12-07","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-16",175.097250008,4.5573333502,"K3V",4761,"","","EPIC 201754305"
"972","K2-16 c","Confirmed",19.07863,0.00327,0.00327,2015,"2015-12-07","Published in a refereed paper","Primary Transit","","","","","K2-16",175.097250008,4.5573333502,"K3V",4761,"","","EPIC 201754305"
"973","K2-17 b","Confirmed",17.96753,0.00152,0.00152,2015,"2016-06-03","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201855371 b","","K2-17",178.329776,6.412261,"",4320,"","","EPIC 201855371"
"974","K2-18 b","Confirmed",32.93963,1e-04,1e-04,2015,"2017-07-17","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","EPIC 201912552 b","","K2-18",172.560461,7.588391,"",3503,"","","EPIC 201912552"
"975","K2-18 c","Confirmed",8.962,0.008,0.008,2017,"2017-07-17","Published in a refereed paper","Radial Velocity","","","","","K2-18",172.560461,7.588391,"",3503,"","","EPIC 201912552"
"976","K2-19 b","Confirmed",7.9194,5e-05,5e-05,2015,"2016-04-06","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-19",174.96033335,0.6035833482,"G9V",5430,"","","EPIC 201505350"
"977","K2-19 c","Confirmed",11.90715,0.0015,0.0015,2015,"2016-04-06","Published in a refereed paper","Primary Transit","Theoretical","Primary Transit","","","K2-19",174.96033335,0.6035833482,"G9V",5430,"","","EPIC 201505350"
"978","K2-19 d","Confirmed",2.50856,0.00041,0.00041,2015,"2016-05-06","Submitted to a professional journal","Primary Transit","","Primary Transit","EPIC 201505350 d","","K2-19",174.96033335,0.6035833482,"G9V",5430,"","","EPIC 201505350"
"979","K2-24 b","Confirmed",20.8851,3e-04,3e-04,2015,"2016-06-03","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","EPIC 203771098 b","","KE-24 ",242.575000006,-24.990277803,"G9V",5743,"","","2MASS 16101770-2459251, EPIC 203771098"
"980","K2-24 c","Confirmed",42.36342,0.00063,0.00063,2015,"2016-06-03","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","EPIC 203771098 c","","KE-24 ",242.575000006,-24.990277803,"G9V",5743,"","","2MASS 16101770-2459251, EPIC 203771098"
"982","K2-27 b","Confirmed",6.77145,0.00013,0.00013,2016,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","EPIC 201546283 b","","K2-27",171.516666668,0.330833349,"",5320,"","","EPIC 201546283"
"983","K2-28 b","Confirmed",2.260455,4.1e-05,4.1e-05,2015,"2016-06-08","Published in a refereed paper","Primary Transit","","","EPIC 206318379","","K2-28",335.62450001,-7.9554305789,"M4",3214,"","","EPIC 20631837"
"985","K2-3  b","Confirmed",10.05449,0.00026,0.00026,2015,"2015-12-01","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-3",172.33333334,-1.454722235,"M0.0V",3951,"","","EPIC 201367065 "
"986","K2-3 c","Confirmed",24.64354,0.00117,0.00117,2015,"2015-12-01","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-3",172.33333334,-1.454722235,"M0.0V",3951,"","","EPIC 201367065 "
"987","K2-3 d","Confirmed",44.5598,0.0059,0.0059,2015,"2015-12-01","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-3",172.33333334,-1.454722235,"M0.0V",3951,"","","EPIC 201367065 "
"988","K2-30 b","Confirmed",4.098507,2.8e-05,2.8e-05,2016,"2016-06-07","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-30",52.341666674,22.299444463,"G8",5581,"","",""
"989","K2-31 b","Confirmed",1.25785,2e-06,2e-06,2016,"2017-01-25","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-31 ",245.440837515,-23.547866689,"G7V",5280,"","","2MASS 16214578-2332520, TYC 6794-471-1, EPIC 204129699"
"990","K2-32 b","Confirmed",8.99218,2e-04,2e-04,2015,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","K2-32 b","","EPIC 205071984",252.426112514,-19.5428000182,"G9V",5315,"","","K2-32"
"991","K2-32 c","Confirmed",20.65614,0.00598,0.00598,2015,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","K2-32 c","","EPIC 205071984",252.426112514,-19.5428000182,"G9V",5315,"","","K2-32"
"992","K2-32 d","Confirmed",31.71922,0.00236,0.00236,2015,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","K2-32 d","","EPIC 205071984",252.426112514,-19.5428000182,"G9V",5315,"","","K2-32"
"993","K2-33 b","Confirmed",5.42513,0.00029,0.00029,2016,"2016-06-27","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","EPIC 205117205 b","","EPIC 205117205",242.562500005,-19.319166675,"M3.3",3540,"","","K2-33"
"994","K2-34 b","Confirmed",2.995607,1.7e-05,1.7e-05,2016,"2016-06-07","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-34",127.579166673,22.23583334,"F9",6132,"","",""
"995","K2-35 b","Confirmed",2.39991,0.00035,0.00035,2015,"2017-02-20","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-35",170.103079175,1.28595556332,"",4426,"","","2MASS J11202473+0117094, EPIC 201549860"
"996","K2-35 c","Confirmed",5.60906,0.00055,0.00055,2015,"2017-02-17","Published in a refereed paper","Primary Transit","","Primary Transit","","","K2-35",170.103079175,1.28595556332,"",4426,"","","2MASS J11202473+0117094, EPIC 201549860"
"997","K2-39 b","Confirmed",4.60543,0.00046,0.00046,2016,"2017-02-02","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-39",339.866666676,-9.022777783,"",4881,"","",""
"998","K2-4 b","Confirmed",10.00329,0.00159,0.00159,2015,"2016-05-25","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC-201208431 b","","K2-4",174.74562502,-3.9055833558,"",4197,"","","EPIC 201208431"
"999","K2-5 b","Confirmed",5.73491,0.00061,0.00061,2015,"2016-05-29","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201338508 b","","K2-5",169.303502,-1.877976,"",4102,"","","EPIC 201338508"
"1000","K2-5 c","Confirmed",10.93406,0.00205,0.00205,2015,"2016-05-29","Published in a refereed paper","Primary Transit","","","EPIC 201338508 c","","K2-5",169.303502,-1.877976,"",4102,"","","EPIC 201338508"
"1001","K2-6 b","Confirmed",30.94191,0.00467,0.00467,2015,"2016-05-29","Published in a refereed paper","Primary Transit","","Primary Transit","EPIC 201384232 b","","K2-6",178.19226,-1.198477,"",5850,"","","EPIC 201384232"
"1002","K2-60 b","Confirmed",3.00265,4e-05,4e-05,2016,"2017-01-24","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","K2-60",338.606208342,-13.7317028041,"G4V",5500,"","","EPIC 22342548-13435, 2MASS 22342548-134351"
